FIPS13,YearBuilt,TotalUnits
"060014090001022","2002",1
"060014090001022","2011",1
"060014090001024","2003",5
"060014090001025","2008",1
"060014090001028","2015",2
"060014090001028","2014",10
"060014090003005","2007",1
"060014090003017","2002",1
"060014090003017","2005",1
"060014090003017","2004",3
"060014090003018","2007",1
"060014091001005","2006",1
"060014091001011","2005",0
"060014091001012","2005",8
"060014091002008","2005",1
"060014092001000","2011",1
"060014092001000","2007",6
"060014092001000","2009",9
"060014092001000","2008",11
"060014092001000","2010",27
"060014092001007","2004",1
"060014092002003","2000",14
"060014093001016","2000",2
"060014093002021","2002",1
"060014093002021","2003",1
"060014093003000","2004",1
"060014093003001","2007",1
"060014093003009","2003",1
"060014093003009","2006",1
"060014093003009","2007",1
"060014093003027","2004",1
"060014094001005","2000",1
"060014094001008","2001",1
"060014094001008","2003",1
"060014094002000","2003",1
"060014094002000","2007",1
"060014094002012","2008",2
"060014094002012","2009",5
"060014094002014","2009",5
"060014094002014","2008",15
"060014094002015","2002",1
"060014094002017","2010",2
"060014094002017","2005",3
"060014094002021","2009",2
"060014094002021","2011",9
"060014094002021","2010",13
"060014094002022","2007",1
"060014094002022","2009",7
"060014094002022","2011",8
"060014094002022","2010",18
"060014094002023","2010",2
"060014094002023","2011",6
"060014094002024","2009",1
"060014094002024","2011",4
"060014094002024","2010",17
"060014094002025","2011",5
"060014094002026","2011",3
"060014094002026","2008",4
"060014094002026","2010",7
"060014094002026","2009",8
"060014094002027","2011",3
"060014094002027","2009",8
"060014094002027","2008",10
"060014094002028","2014",2
"060014094002031","2011",3
"060014094003008","2007",2
"060014094003010","2012",2
"060014094003018","2003",1
"060014094003018","2005",1
"060014094003019","2003",1
"060014095001000","2011",2
"060014095001000","2013",6
"060014095001002","2013",2
"060014095001002","2011",5
"060014095001010","2013",1
"060014095001010","2011",5
"060014095001012","2002",1
"060014095001013","2007",1
"060014095001016","2016",1
"060014095001016","2004",2
"060014095001016","2006",2
"060014095002001","2006",1
"060014095002001","2014",4
"060014095002007","2004",2
"060014095003012","2001",1
"060014095003013","2001",1
"060014096001004","2012",1
"060014096002004","2002",1
"060014096002007","2006",1
"060014096004010","2007",1
"060014096005002","2000",1
"060014097002001","2005",5
"060014097002001","2004",14
"060014097002001","2003",29
"060014097002001","2002",30
"060014097002005","2007",1
"060014097002005","2010",4
"060014097002007","2002",2
"060014097002009","2005",1
"060014097002010","2007",3
"060014097004004","2008",3
"060014097004012","2003",1
"060014097004012","2007",2
"060014098001015","2004",1
"060014098002008","2004",1
"060014098002008","2010",1
"060014098002008","2015",1
"060014098002008","2005",2
"060014098002008","2006",3
"060014098002008","2009",3
"060014098002014","2004",1
"060014098002018","2002",6
"060014098003001","2009",1
"060014098003001","2013",1
"060014099001010","2004",1
"060014099001017","2002",1
"060014099002002","2002",1
"060014099002005","2006",1
"060014099002007","2008",1
"060014099002019","2010",1
"060014099003005","2002",1
"060014099003005","2007",1
"060014099003005","2008",1
"060014099004014","2008",1
"060014099004014","2017",1
"060014099004016","2004",1
"060014100002001","2000",1
"060014100002001","2008",2
"060014100002008","2001",1
"060014100002008","2002",1
"060014100002008","2003",1
"060014100002008","2005",1
"060014100002008","2013",1
"060014100002008","2004",4
"060014100002011","2015",1
"060014100002015","2007",2
"060014100002021","2004",1
"060014100002021","2005",2
"060014100002023","2000",1
"060014101001004","2013",1
"060014101001006","2010",1
"060014101001006","2012",1
"060014101001006","2006",2
"060014101001010","2012",1
"060014101001017","2007",1
"060014101001023","2003",1
"060014101002015","2009",1
"060014101002018","2007",1
"060014102001001","2007",19
"060014102001011","2016",10
"060014102002008","2000",1
"060014102003010","2004",3
"060014103001002","2014",1
"060014103002001","2005",1
"060014103002002","2001",1
"060014104001005","2013",1
"060014104003000","2010",1
"060014104003005","2007",1
"060014104003009","2008",1
"060014104003015","2002",16
"060014104003015","2003",35
"060014104003016","2002",108
"060014104003020","2003",4
"060014104003020","2004",4
"060014104003020","2002",44
"060014105001054","2005",1
"060014201003005","2004",1
"060014202001003","2012",4
"060014202001008","2012",1
"060014202001010","2012",1
"060014202003005","2003",14
"060014202003005","2008",27
"060014202003006","2007",4
"060014203001009","2013",1
"060014203001014","2004",25
"060014203002000","2008",1
"060014203002000","2010",1
"060014203002000","2012",1
"060014203002000","2015",1
"060014203002000","2007",2
"060014203002000","2004",4
"060014203003018","2009",4
"060014203003019","2005",1
"060014203003019","2016",1
"060014203003024","2006",2
"060014205001007","2008",6
"060014205001011","2008",1
"060014205002002","2015",2
"060014205002006","2016",2
"060014205002006","2005",4
"060014206001004","2010",1
"060014206001013","2005",1
"060014206002014","2001",1
"060014206003007","2011",1
"060014211001009","2006",1
"060014211001009","2011",1
"060014211001011","2006",1
"060014211001011","2010",1
"060014211001011","2004",2
"060014211002006","2017",1
"060014211002016","2016",2
"060014212001009","2010",1
"060014212001011","2015",1
"060014212003000","2008",1
"060014212003000","2009",1
"060014212003000","2017",1
"060014212003010","2007",1
"060014212004001","2003",2
"060014212004013","2007",1
"060014213001000","2017",1
"060014213002003","2005",1
"060014214001000","2004",1
"060014214001000","2005",1
"060014214002020","2008",2
"060014215001000","2008",1
"060014215001000","2011",1
"060014215001005","2015",1
"060014215001007","2017",1
"060014215001008","2007",1
"060014215001020","2000",1
"060014215001020","2012",2
"060014215001022","2005",1
"060014215001022","2014",2
"060014215002000","2004",1
"060014215002008","2015",1
"060014215002013","2000",1
"060014215002013","2006",2
"060014215002016","2008",2
"060014215003004","2007",1
"060014215003006","2016",1
"060014215003015","2013",1
"060014215003018","2003",1
"060014215003018","2005",1
"060014216001000","2001",1
"060014216001000","2002",1
"060014216001000","2004",1
"060014216001000","2006",1
"060014216001000","2009",1
"060014216001001","2003",1
"060014216001002","2016",1
"060014216001003","2006",1
"060014216001006","2013",1
"060014216001008","2010",1
"060014216002000","2005",1
"060014216002001","2001",1
"060014216002001","2010",2
"060014216002002","2002",1
"060014216002005","2006",1
"060014216002005","2013",1
"060014216002005","2015",1
"060014216003001","2015",1
"060014216003004","2015",2
"060014217001000","2008",1
"060014217001012","2004",3
"060014217001016","2005",2
"060014217002009","2005",2
"060014218001010","2008",3
"060014219003002","2009",5
"060014219004016","2017",1
"060014220001030","2014",94
"060014220001031","2015",58
"060014220001032","2017",48
"060014220001033","2007",8
"060014220001036","2005",12
"060014220001040","2007",1
"060014220001040","2017",1
"060014220001040","2000",3
"060014220001045","2003",1
"060014220001058","2004",6
"060014220001058","2002",14
"060014220001058","2005",16
"060014220001061","2017",4
"060014220001061","2004",4
"060014220001061","2008",70
"060014220001063","2008",2
"060014220001077","2010",4
"060014220001098","2000",1
"060014220001098","2002",1
"060014220002048","2017",1
"060014220002048","2015",4
"060014220002053","2017",1
"060014221001000","2006",16
"060014221001004","2008",4
"060014221002000","2007",1
"060014221002000","2009",9
"060014221002020","2011",51
"060014221002022","2014",4
"060014221002023","2006",3
"060014221002025","2008",7
"060014222001009","2001",1
"060014222002006","2000",2
"060014222003007","2002",2
"060014223002007","2011",2
"060014223002011","2002",1
"060014223003010","2010",150
"060014224001007","2005",65
"060014224001021","2004",44
"060014227001000","2002",1
"060014227001005","2012",1
"060014227003002","2003",39
"060014228001002","2016",44
"060014228002002","2016",42
"060014228003001","2014",45
"060014228003010","2016",77
"060014229001000","2006",74
"060014229001007","2015",79
"060014229001016","2003",4
"060014229001016","2005",4
"060014229001016","2017",99
"060014229001016","2004",103
"060014229002001","2001",1
"060014229002002","2004",35
"060014229002003","2017",98
"060014229002004","2016",69
"060014229002008","2003",23
"060014229002008","2012",143
"060014229002011","2002",60
"060014229002024","2001",91
"060014229002028","2006",177
"060014229002033","2016",24
"060014230001000","2016",44
"060014230001013","2016",1
"060014230002009","2003",1
"060014230003008","2017",1
"060014230003009","2010",1
"060014231001002","2003",73
"060014231001003","2005",1
"060014231001005","2011",86
"060014231004002","2003",1
"060014231004002","2014",3
"060014232001004","2014",2
"060014232001006","2013",3
"060014232001015","2007",1
"060014232001016","2006",1
"060014232001018","2015",1
"060014232001018","2014",4
"060014232002004","2009",1
"060014233001005","2006",4
"060014233001008","2006",1
"060014233002009","2011",1
"060014233002009","2015",1
"060014233002016","2012",6
"060014233003016","2016",3
"060014234002000","2017",5
"060014234002002","2015",2
"060014234002003","2016",1
"060014234002007","2007",1
"060014234003013","2017",2
"060014234003013","2015",3
"060014234004004","2003",1
"060014234004004","2011",1
"060014234004004","2006",2
"060014234004010","2015",1
"060014235001008","2017",4
"060014235001008","2016",28
"060014235001013","2017",123
"060014235002013","2008",32
"060014235002018","2011",2
"060014235003008","2012",3
"060014235003017","2011",1
"060014236021001","2002",4
"060014236022002","2002",8
"060014236023003","2000",3
"060014236023005","2007",32
"060014236023006","2002",22
"060014237001010","2011",1
"060014238001000","2002",1
"060014238001000","2011",1
"060014238001003","2000",1
"060014238001004","2003",1
"060014238001004","2004",1
"060014238001004","2006",1
"060014238001004","2010",1
"060014238001004","2011",1
"060014238001004","2000",2
"060014238001017","2002",1
"060014238001017","2007",1
"060014239011006","2001",4
"060014239011007","2009",3
"060014239012000","2007",12
"060014239022016","2006",15
"060014240011006","2004",2
"060014240012002","2002",2
"060014240013000","2003",20
"060014240013008","2010",2
"060014240013008","2014",8
"060014240013009","2015",2
"060014240014013","2003",3
"060014240014014","2005",3
"060014240021005","2015",98
"060014240022006","2013",4
"060014240022008","2007",5
"060014240022008","2000",7
"060014251022002","2015",190
"060014251022003","2008",225
"060014251023000","2007",284
"060014251031003","2003",202
"060014251032002","2005",14
"060014251032004","2003",55
"060014251032005","2003",1
"060014251032005","2002",50
"060014251032007","2005",3
"060014251032008","2005",6
"060014251032009","2007",17
"060014251032009","2008",74
"060014251032010","2007",56
"060014251032013","2006",6
"060014251032021","2004",48
"060014251032022","2004",23
"060014251032026","2015",178
"060014251033000","2000",5
"060014251033001","2012",2
"060014251033003","2001",2
"060014251033012","2002",1
"060014251033013","2017",2
"060014251033013","2007",54
"060014251041000","2013",18
"060014251041001","2005",3
"060014251041003","2002",1
"060014251041003","2000",85
"060014251041004","2000",102
"060014251041008","2007",3
"060014251041011","2008",80
"060014251041012","2003",1
"060014251041021","2009",2
"060014251042016","2006",208
"060014251042016","2005",296
"060014251042017","2006",25
"060014251042018","2016",101
"060014251042026","2008",54
"060014251042029","2000",22
"060014251042029","2007",40
"060014251042040","2009",39
"060014251042045","2013",69
"060014251042049","2015",2
"060014261001000","2000",1
"060014261001009","2002",1
"060014261001010","2008",1
